Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-03-28;Chili;3455060;56446;0;1.63;0.00;98.37
2022-03-28;Rép. Dém. du Congo;86628;1335;0;1.54;0.00;98.46
2022-03-28;Burkina Faso;20853;382;0;1.83;0.00;98.17
2022-03-28;Antarctique;11;0;0;0.00;0.00;100.00
2022-03-28;Antigua-et-Barbuda;7491;135;0;1.80;0.00;98.20
2022-03-28;Autres;721;15;0;2.08;0.00;97.92
2022-03-28;Kosovo;227377;3132;0;1.38;0.00;98.62
2022-03-28;États-Unis;79997992;977948;0;1.22;0.00;98.78
2022-03-28;Timor-Leste;22822;130;0;0.57;0.00;99.43
2022-03-28;Tchad;7308;191;0;2.61;0.00;97.39
2022-03-28;Soudan du sud;17222;138;0;0.80;0.00;99.20
2022-03-28;Slovaquie;2418385;19292;0;0.80;0.00;99.20
2022-03-28;Soudan;61916;4902;0;7.92;0.00;92.08
2022-03-28;Serbie;1970827;15768;0;0.80;0.00;99.20
2022-03-28;Portugal;3534003;21545;0;0.61;0.00;99.39
2022-03-28;Pakistan;1524355;30347;0;1.99;0.00;98.01
2022-03-28;Oman;388160;4250;0;1.09;0.00;98.91
2022-03-28;Pays-Bas;7951531;22525;0;0.28;0.00;99.72
2022-03-28;Namibie;157615;4019;0;2.55;0.00;97.45
2022-03-28;Maurice;204200;968;0;0.47;0.00;99.53
2022-03-28;Madagascar;64009;1384;0;2.16;0.00;97.84
2022-03-28;Macao;82;0;0;0.00;0.00;100.00
2022-03-28;Libye;501559;6408;0;1.28;0.00;98.72
2022-03-28;Sri Lanka;661053;16465;0;2.49;0.00;97.51
2022-03-28;Kiribati;3065;13;0;0.42;0.00;99.58
2022-03-28;Jamaïque;128704;2881;0;2.24;0.00;97.76
2022-03-28;Hongrie;1844581;45342;0;2.46;0.00;97.54
2022-03-28;Guyana;63235;1226;0;1.94;0.00;98.06
2022-03-28;Guinée Équatoriale;16000;183;0;1.14;0.00;98.86
2022-03-28;Ghana;160925;1445;0;0.90;0.00;99.10
2022-03-28;Gabon;47584;303;0;0.64;0.00;99.36
2022-03-28;Finlande;859477;3054;0;0.36;0.00;99.64
2022-03-28;Estonie;552287;2444;0;0.44;0.00;99.56
2022-03-28;Djibouti;15585;189;0;1.21;0.00;98.79
2022-03-28;Cap-vert;55949;401;0;0.72;0.00;99.28
2022-03-28;Cameroun;119544;1927;0;1.61;0.00;98.39
2022-03-28;République Centrafricaine;14649;113;0;0.77;0.00;99.23
2022-03-28;Botswana;263950;2619;0;0.99;0.00;99.01
2022-03-28;Brunéi Darussalam;132194;203;0;0.15;0.00;99.85
2022-03-28;Bulgarie;1134906;36480;0;3.21;0.00;96.79
2022-03-28;Azerbaïdjan;791766;9684;0;1.22;0.00;98.78
2022-03-28;Argentine;9028730;127943;0;1.42;0.00;98.58
2022-03-28;Yémen;11803;2142;0;18.15;0.00;81.85
2022-03-28;Uruguay;884742;7154;0;0.81;0.00;99.19
2022-03-28;Taïwan;22896;853;0;3.73;0.00;96.27
2022-03-28;Sao Tomé-et-Principe;5945;73;0;1.23;0.00;98.77
2022-03-28;Sierra Leone;7674;125;0;1.63;0.00;98.37
2022-03-28;Suède;2481736;18189;0;0.73;0.00;99.27
2022-03-28;Russie;17525184;360347;0;2.06;0.00;97.94
2022-03-28;Palaos;4014;6;0;0.15;0.00;99.85
2022-03-28;Pologne;5945594;114829;0;1.93;0.00;98.07
2022-03-28;Panama;763608;8167;0;1.07;0.00;98.93
2022-03-28;Norvège;1399714;2339;0;0.17;0.00;99.83
2022-03-28;Nouvelle-Calédonie;60303;311;0;0.52;0.00;99.48
2022-03-28;Maldives;177000;298;0;0.17;0.00;99.83
2022-03-28;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-03-28;Maroc;1163012;16058;0;1.38;0.00;98.62
2022-03-28;Libéria;7400;294;0;3.97;0.00;96.03
2022-03-28;Kazakhstan;1393689;19010;0;1.36;0.00;98.64
2022-03-28;Comores;8083;160;0;1.98;0.00;98.02
2022-03-28;Jordanie;1692485;14031;0;0.83;0.00;99.17
2022-03-28;Iraq;2318450;25156;0;1.09;0.00;98.91
2022-03-28;Indonésie;6001751;154774;0;2.58;0.00;97.42
2022-03-28;Hong-Kong;1136192;7420;0;0.65;0.00;99.35
2022-03-28;Grèce;2957810;27341;0;0.92;0.00;99.08
2022-03-28;Gibraltar;16851;101;0;0.60;0.00;99.40
2022-03-28;Royaume-Uni;21047460;165163;0;0.78;0.00;99.22
2022-03-28;Fidji;64394;834;0;1.30;0.00;98.70
2022-03-28;Égypte;505264;24417;0;4.83;0.00;95.17
2022-03-28;Danemark;3057906;5606;0;0.18;0.00;99.82
2022-03-28;Chine;210384;4638;0;2.20;0.00;97.80
2022-03-28;Congo (Brazzaville);24069;384;0;1.60;0.00;98.40
2022-03-28;Bélarus;959802;6791;0;0.71;0.00;99.29
2022-03-28;Bolivie;901587;21489;0;2.38;0.00;97.62
2022-03-28;Bahreïn;552155;1469;0;0.27;0.00;99.73
2022-03-28;Bosnie-Herzégovine;375054;15706;0;4.19;0.00;95.81
2022-03-28;Albanie;273432;3491;0;1.28;0.00;98.72
2022-03-27;Albanie;273432;3491;0;1.28;0.00;98.72
2022-03-27;Bosnie-Herzégovine;374810;15702;0;4.19;0.00;95.81
2022-03-27;Bahreïn;551342;1468;0;0.27;0.00;99.73
2022-03-27;Bolivie;901367;21487;0;2.38;0.00;97.62
2022-03-27;Bélarus;959276;6785;0;0.71;0.00;99.29
2022-03-27;Congo (Brazzaville);24062;384;0;1.60;0.00;98.40
2022-03-27;Chine;203405;4638;0;2.28;0.00;97.72
2022-03-27;Danemark;3054534;5606;0;0.18;0.00;99.82
2022-03-27;Égypte;500889;24361;0;4.86;0.00;95.14
2022-03-27;Fidji;64376;834;0;1.30;0.00;98.70
2022-03-27;Royaume-Uni;20832253;164945;0;0.79;0.00;99.21
2022-03-27;Gibraltar;16660;101;0;0.61;0.00;99.39
2022-03-27;Grèce;2930321;27268;0;0.93;0.00;99.07
2022-03-27;Hong-Kong;1128507;7252;0;0.64;0.00;99.36
2022-03-27;Indonésie;5995876;154570;0;2.58;0.00;97.42
2022-03-27;Iraq;2317977;25150;0;1.08;0.00;98.92
2022-03-27;Jordanie;1689314;14003;0;0.83;0.00;99.17
2022-03-27;Comores;8081;160;0;1.98;0.00;98.02
2022-03-27;Kazakhstan;1393643;19008;0;1.36;0.00;98.64
2022-03-27;Libéria;7397;294;0;3.97;0.00;96.03
2022-03-27;Maroc;1162974;16057;0;1.38;0.00;98.62
2022-03-27;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-03-27;Maldives;174658;297;0;0.17;0.00;99.83
2022-03-27;Nouvelle-Calédonie;60268;310;0;0.51;0.00;99.49
2022-03-27;Norvège;1397638;2339;0;0.17;0.00;99.83
2022-03-27;Panama;763483;8164;0;1.07;0.00;98.93
2022-03-27;Pologne;5943227;114828;0;1.93;0.00;98.07
2022-03-27;Palaos;3987;6;0;0.15;0.00;99.85
2022-03-27;Russie;17504537;360021;0;2.06;0.00;97.94
2022-03-27;Suède;2481736;18189;0;0.73;0.00;99.27
2022-03-27;Sierra Leone;7674;125;0;1.63;0.00;98.37
2022-03-27;Sao Tomé-et-Principe;5945;73;0;1.23;0.00;98.77
2022-03-27;Taïwan;22769;853;0;3.75;0.00;96.25
2022-03-27;Uruguay;884081;7151;0;0.81;0.00;99.19
2022-03-27;Yémen;11803;2142;0;18.15;0.00;81.85
2022-03-27;Argentine;9026075;127909;0;1.42;0.00;98.58
2022-03-27;Azerbaïdjan;791750;9681;0;1.22;0.00;98.78
2022-03-27;Bulgarie;1133464;36437;0;3.21;0.00;96.79
2022-03-27;Brunéi Darussalam;131403;202;0;0.15;0.00;99.85
2022-03-27;Botswana;263950;2619;0;0.99;0.00;99.01
2022-03-27;République Centrafricaine;14649;113;0;0.77;0.00;99.23
2022-03-27;Cameroun;119544;1927;0;1.61;0.00;98.39
2022-03-27;Cap-vert;55948;401;0;0.72;0.00;99.28
2022-03-27;Djibouti;15580;189;0;1.21;0.00;98.79
2022-03-27;Estonie;551714;2439;0;0.44;0.00;99.56
2022-03-27;Finlande;844713;2985;0;0.35;0.00;99.65
2022-03-27;Gabon;47584;303;0;0.64;0.00;99.36
2022-03-27;Ghana;160925;1445;0;0.90;0.00;99.10
2022-03-27;Guinée Équatoriale;15999;183;0;1.14;0.00;98.86
2022-03-27;Guyana;63234;1226;0;1.94;0.00;98.06
2022-03-27;Hongrie;1839358;45258;0;2.46;0.00;97.54
2022-03-27;Jamaïque;128679;2879;0;2.24;0.00;97.76
2022-03-27;Kiribati;3065;13;0;0.42;0.00;99.58
2022-03-27;Sri Lanka;660890;16459;0;2.49;0.00;97.51
2022-03-27;Libye;501495;6404;0;1.28;0.00;98.72
2022-03-27;Macao;82;0;0;0.00;0.00;100.00
2022-03-27;Madagascar;64009;1384;0;2.16;0.00;97.84
2022-03-27;Maurice;204200;968;0;0.47;0.00;99.53
2022-03-27;Namibie;157611;4019;0;2.55;0.00;97.45
2022-03-27;Pays-Bas;7929975;22515;0;0.28;0.00;99.72
2022-03-27;Oman;388086;4250;0;1.10;0.00;98.90
2022-03-27;Pakistan;1524086;30346;0;1.99;0.00;98.01
2022-03-27;Portugal;3534003;21545;0;0.61;0.00;99.39
2022-03-27;Serbie;1969044;15758;0;0.80;0.00;99.20
2022-03-27;Soudan;61889;4901;0;7.92;0.00;92.08
2022-03-27;Slovaquie;2414805;19270;0;0.80;0.00;99.20
2022-03-27;Soudan du sud;17184;138;0;0.80;0.00;99.20
2022-03-27;Tchad;7288;190;0;2.61;0.00;97.39
2022-03-27;Timor-Leste;22821;130;0;0.57;0.00;99.43
2022-03-27;États-Unis;79959434;976963;0;1.22;0.00;98.78
2022-03-27;Kosovo;227361;3130;0;1.38;0.00;98.62
2022-03-27;Autres;721;15;0;2.08;0.00;97.92
2022-03-27;Antigua-et-Barbuda;7485;135;0;1.80;0.00;98.20
2022-03-27;Antarctique;11;0;0;0.00;0.00;100.00
2022-03-27;Burkina Faso;20853;382;0;1.83;0.00;98.17
2022-03-27;Rép. Dém. du Congo;86611;1335;0;1.54;0.00;98.46
2022-03-27;Chili;3450094;56381;0;1.63;0.00;98.37
2022-03-27;Cuba;1087183;8509;0;0.78;0.00;99.22
2022-03-27;Allemagne;19492672;127599;0;0.65;0.00;99.35
2022-03-27;Équateur;857299;35418;0;4.13;0.00;95.87
2022-03-27;Éthiopie;469621;7492;0;1.60;0.00;98.40
2022-03-27;France;24353943;138559;0;0.57;0.00;99.43
2022-03-27;Guadeloupe;132359;928;0;0.70;0.00;99.30
2022-03-27;Guinée-Bissau;8131;169;0;2.08;0.00;97.92
2022-03-27;Haïti;30511;827;0;2.71;0.00;97.29
2022-03-27;Inde;43020723;521035;0;1.21;0.00;98.79
2022-03-27;Cambodge;135461;3054;0;2.25;0.00;97.75
2022-03-27;Koweït;628130;2553;0;0.41;0.00;99.59
2022-03-27;Liechtenstein;16098;83;0;0.52;0.00;99.48
2022-03-27;Lettonie;790620;5575;0;0.71;0.00;99.29
2022-03-27;Saint Martin;9939;63;0;0.63;0.00;99.37
2022-03-27;Mongolie;917732;2177;0;0.24;0.00;99.76
2022-03-27;Malte;77102;631;0;0.82;0.00;99.18
2022-03-27;Mozambique;225239;2200;0;0.98;0.00;99.02
2022-03-27;Nicaragua;18365;229;0;1.25;0.00;98.75
2022-03-27;Nouvelle-Zélande;612082;231;0;0.04;0.00;99.96
2022-03-27;Philippines;3676991;59015;0;1.60;0.00;98.40
2022-03-27;Palestine;655468;5649;0;0.86;0.00;99.14
2022-03-27;Roumanie;2840788;64905;0;2.28;0.00;97.72
2022-03-27;Seychelles;40044;163;0;0.41;0.00;99.59
2022-03-27;Suriname;79155;1324;0;1.67;0.00;98.33
2022-03-27;Trinité-et-Tobago;136828;3734;0;2.73;0.00;97.27
2022-03-27;Venezuela;520113;5679;0;1.09;0.00;98.91
2022-03-27;Samoa;1105;0;0;0.00;0.00;100.00
2022-03-27;Zimbabwe;245820;5438;0;2.21;0.00;97.79
2022-03-27;Afghanistan;177520;7662;0;4.32;0.00;95.68
2022-03-27;Angola;99115;1900;0;1.92;0.00;98.08
2022-03-27;Belgique;3782085;30686;0;0.81;0.00;99.19
2022-03-27;Saint Barthélemy;3805;6;0;0.16;0.00;99.84
2022-03-27;Bhoutan;25080;9;0;0.04;0.00;99.96
2022-03-27;République Tchèque;3790322;39563;0;1.04;0.00;98.96
2022-03-27;Algérie;265629;6873;0;2.59;0.00;97.41
2022-03-27;Espagne;11451676;102392;0;0.89;0.00;99.11
2022-03-27;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-03-27;Guyane Française;78679;394;0;0.50;0.00;99.50
2022-03-27;Guinée;36459;440;0;1.21;0.00;98.79
2022-03-27;Croatie;1094059;15520;0;1.42;0.00;98.58
2022-03-27;Italie;14364723;158782;0;1.11;0.00;98.89
2022-03-27;Kirghizistan;200879;2984;0;1.49;0.00;98.51
2022-03-27;Corée du Sud;12003054;15186;0;0.13;0.00;99.87
2022-03-27;Sainte-Lucie;22929;365;0;1.59;0.00;98.41
2022-03-27;Luxembourg;208223;1025;0;0.49;0.00;99.51
2022-03-27;Montenegro;232777;2698;0;1.16;0.00;98.84
2022-03-27;Birmanie;610858;19430;0;3.18;0.00;96.82
2022-03-27;Malaisie;4137736;34758;0;0.84;0.00;99.16
2022-03-27;Nigéria;255296;3142;0;1.23;0.00;98.77
2022-03-27;Papouasie-Nouvelle-Guinée;43076;640;0;1.49;0.00;98.51
2022-03-27;Réunion;327189;702;0;0.21;0.00;99.79
2022-03-27;Îles Salomon;10778;133;0;1.23;0.00;98.77
2022-03-27;Slovénie;956742;6475;0;0.68;0.00;99.32
2022-03-27;Somalie;26410;1361;0;5.15;0.00;94.85
2022-03-27;Eswatini;69664;1393;0;2.00;0.00;98.00
2022-03-27;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-03-27;Turquie;14800677;97800;0;0.66;0.00;99.34
2022-03-27;St-Vincent / Grenadines;8332;106;0;1.27;0.00;98.73
2022-03-27;Ouganda;163862;3595;0;2.19;0.00;97.81
2022-03-27;Zambie;316550;3966;0;1.25;0.00;98.75
2022-03-27;Émirats Arabes Unis;890112;2302;0;0.26;0.00;99.74
2022-03-27;Australie;4326181;5897;0;0.14;0.00;99.86
2022-03-27;Bangladesh;1951282;29118;0;1.49;0.00;98.51
2022-03-27;Bénin;26952;163;0;0.60;0.00;99.40
2022-03-27;Bahamas;33256;788;0;2.37;0.00;97.63
2022-03-27;Canada;3453432;37485;0;1.09;0.00;98.91
2022-03-27;Côte d'Ivoire;81697;796;0;0.97;0.00;99.03
2022-03-27;Costa Rica;834726;8266;0;0.99;0.00;99.01
2022-03-27;Chypre;410020;932;0;0.23;0.00;99.77
2022-03-27;République Dominicaine;577841;4375;0;0.76;0.00;99.24
2022-03-27;Érythrée;9724;103;0;1.06;0.00;98.94
2022-03-27;Géorgie;1646316;16708;0;1.01;0.00;98.99
2022-03-27;Gambie;11986;365;0;3.05;0.00;96.95
2022-03-27;Guatemala;824502;17285;0;2.10;0.00;97.90
2022-03-27;Honduras;420621;10871;0;2.58;0.00;97.42
2022-03-27;Israël;3864148;10485;0;0.27;0.00;99.73
2022-03-27;Islande;178385;97;0;0.05;0.00;99.95
2022-03-27;Kenya;323374;5647;0;1.75;0.00;98.25
2022-03-27;Liban;1090782;10283;0;0.94;0.00;99.06
2022-03-27;Lituanie;1015010;8818;0;0.87;0.00;99.13
2022-03-27;Moldavie;512602;11417;0;2.23;0.00;97.77
2022-03-27;Mali;30472;727;0;2.39;0.00;97.61
2022-03-27;Mexique;5650896;322750;0;5.71;0.00;94.29
2022-03-27;Mauritanie;58666;982;0;1.67;0.00;98.33
2022-03-27;Polynésie Française;71868;646;0;0.90;0.00;99.10
2022-03-27;Qatar;360868;677;0;0.19;0.00;99.81
2022-03-27;Arabie Saoudite;750356;9039;0;1.20;0.00;98.80
2022-03-27;Sénégal;85868;1964;0;2.29;0.00;97.71
2022-03-27;Syrie;55663;3135;0;5.63;0.00;94.37
2022-03-27;Tonga;5591;2;0;0.04;0.00;99.96
2022-03-27;Thaïlande;3553720;24880;0;0.70;0.00;99.30
2022-03-27;Ukraine;5040518;112459;0;2.23;0.00;97.77
2022-03-27;Vatican;29;0;0;0.00;0.00;100.00
2022-03-27;Vanuatu;2204;1;0;0.05;0.00;99.95
2022-03-27;Afrique du Sud;3713252;99966;0;2.69;0.00;97.31
2022-03-27;Andorre;39713;153;0;0.39;0.00;99.61
2022-03-27;Arménie;422458;8610;0;2.04;0.00;97.96
2022-03-27;Autriche;3698511;15665;0;0.42;0.00;99.58
2022-03-27;Barbade;58532;330;0;0.56;0.00;99.44
2022-03-27;Burundi;38440;38;0;0.10;0.00;99.90
2022-03-27;Brésil;29849740;659159;0;2.21;0.00;97.79
2022-03-27;Belize;57231;654;0;1.14;0.00;98.86
2022-03-27;Suisse;3419549;13507;0;0.39;0.00;99.61
2022-03-27;Colombie;6083643;139573;0;2.29;0.00;97.71
2022-03-27;Dominique;11787;63;0;0.53;0.00;99.47
2022-03-27;Grenade;13982;218;0;1.56;0.00;98.44
2022-03-27;Irlande;1422945;6710;0;0.47;0.00;99.53
2022-03-27;Iran;7151088;140021;0;1.96;0.00;98.04
2022-03-27;Japon;6376338;27776;0;0.44;0.00;99.56
2022-03-27;Saint-Kitts-et-Nevis;5548;42;0;0.76;0.00;99.24
2022-03-27;Laos;167993;660;0;0.39;0.00;99.61
2022-03-27;Lesotho;32880;697;0;2.12;0.00;97.88
2022-03-27;Monaco;10530;54;0;0.51;0.00;99.49
2022-03-27;Macédoine;305066;9206;0;3.02;0.00;96.98
2022-03-27;Martinique;142024;910;0;0.64;0.00;99.36
2022-03-27;Malawi;85610;2626;0;3.07;0.00;96.93
2022-03-27;Niger;8801;308;0;3.50;0.00;96.50
2022-03-27;Népal;978332;11951;0;1.22;0.00;98.78
2022-03-27;Pérou;3545403;212128;0;5.98;0.00;94.02
2022-03-27;Paraguay;647906;18664;0;2.88;0.00;97.12
2022-03-27;Rwanda;129709;1459;0;1.12;0.00;98.88
2022-03-27;Singapour;1067157;1250;0;0.12;0.00;99.88
2022-03-27;Saint-Marin;15125;112;0;0.74;0.00;99.26
2022-03-27;El Salvador;161052;4116;0;2.56;0.00;97.44
2022-03-27;Togo;36917;272;0;0.74;0.00;99.26
2022-03-27;Tunisie;1033731;28165;0;2.72;0.00;97.28
2022-03-27;Tanzanie;33797;800;0;2.37;0.00;97.63
2022-03-27;Ouzbékistan;237641;1637;0;0.69;0.00;99.31
2022-03-27;Viet Nam;9011473;42306;0;0.47;0.00;99.53
2022-03-27;Mayotte;36839;187;0;0.51;0.00;99.49
2022-03-26;Mayotte;36839;187;0;0.51;0.00;99.49
2022-03-26;Viet Nam;8919557;42258;0;0.47;0.00;99.53
2022-03-26;Ouzbékistan;237589;1637;0;0.69;0.00;99.31
2022-03-26;Tanzanie;33797;800;0;2.37;0.00;97.63
2022-03-26;Tunisie;1033731;28165;0;2.72;0.00;97.28
2022-03-26;Togo;36911;272;0;0.74;0.00;99.26
2022-03-26;El Salvador;161052;4116;0;2.56;0.00;97.44
2022-03-26;Saint-Marin;15125;112;0;0.74;0.00;99.26
2022-03-26;Singapour;1067157;1246;0;0.12;0.00;99.88
2022-03-26;Rwanda;129708;1459;0;1.12;0.00;98.88
2022-03-26;Paraguay;647836;18663;0;2.88;0.00;97.12
2022-03-26;Pérou;3544862;212102;0;5.98;0.00;94.02
2022-03-26;Népal;978317;11951;0;1.22;0.00;98.78
2022-03-26;Niger;8801;308;0;3.50;0.00;96.50
2022-03-26;Malawi;85608;2626;0;3.07;0.00;96.93
2022-03-26;Martinique;142024;910;0;0.64;0.00;99.36
2022-03-26;Macédoine;304878;9203;0;3.02;0.00;96.98
2022-03-26;Monaco;10530;54;0;0.51;0.00;99.49
2022-03-26;Lesotho;32880;697;0;2.12;0.00;97.88
2022-03-26;Laos;164078;654;0;0.40;0.00;99.60
2022-03-26;Saint-Kitts-et-Nevis;5548;42;0;0.76;0.00;99.24
2022-03-26;Japon;6333118;27715;0;0.44;0.00;99.56
2022-03-26;Iran;7148789;139971;0;1.96;0.00;98.04
2022-03-26;Irlande;1422945;6710;0;0.47;0.00;99.53
2022-03-26;Grenade;13982;218;0;1.56;0.00;98.44
2022-03-26;Dominique;11787;63;0;0.53;0.00;99.47
2022-03-26;Colombie;6083291;139558;0;2.29;0.00;97.71
2022-03-26;Suisse;3419549;13507;0;0.39;0.00;99.61
2022-03-26;Belize;57231;654;0;1.14;0.00;98.86
2022-03-26;Brésil;29839103;659046;0;2.21;0.00;97.79
2022-03-26;Burundi;38440;38;0;0.10;0.00;99.90
2022-03-26;Barbade;58270;330;0;0.57;0.00;99.43
2022-03-26;Autriche;3698511;15665;0;0.42;0.00;99.58
2022-03-26;Arménie;422444;8608;0;2.04;0.00;97.96
2022-03-26;Andorre;39713;153;0;0.39;0.00;99.61
2022-03-26;Afrique du Sud;3712263;99965;0;2.69;0.00;97.31
2022-03-26;Vanuatu;2204;1;0;0.05;0.00;99.95
2022-03-26;Vatican;29;0;0;0.00;0.00;100.00
2022-03-26;Ukraine;5040518;112459;0;2.23;0.00;97.77
2022-03-26;Thaïlande;3529085;24799;0;0.70;0.00;99.30
2022-03-26;Tonga;5332;2;0;0.04;0.00;99.96
2022-03-26;Syrie;55634;3131;0;5.63;0.00;94.37
2022-03-26;Sénégal;85860;1964;0;2.29;0.00;97.71
2022-03-26;Arabie Saoudite;750258;9038;0;1.20;0.00;98.80
2022-03-26;Qatar;360704;677;0;0.19;0.00;99.81
2022-03-26;Polynésie Française;71868;646;0;0.90;0.00;99.10
2022-03-26;Mauritanie;58666;982;0;1.67;0.00;98.33
2022-03-26;Mexique;5647041;322634;0;5.71;0.00;94.29
2022-03-26;Mali;30470;727;0;2.39;0.00;97.61
2022-03-26;Moldavie;512386;11415;0;2.23;0.00;97.77
2022-03-26;Lituanie;1013008;8817;0;0.87;0.00;99.13
2022-03-26;Liban;1090498;10278;0;0.94;0.00;99.06
2022-03-26;Kenya;323365;5647;0;1.75;0.00;98.25
2022-03-26;Islande;178385;97;0;0.05;0.00;99.95
2022-03-26;Israël;3848014;10460;0;0.27;0.00;99.73
2022-03-26;Honduras;420621;10871;0;2.58;0.00;97.42
2022-03-26;Guatemala;824159;17278;0;2.10;0.00;97.90
2022-03-26;Gambie;11986;365;0;3.05;0.00;96.95
2022-03-26;Géorgie;1645959;16704;0;1.01;0.00;98.99
2022-03-26;Érythrée;9724;103;0;1.06;0.00;98.94
2022-03-26;République Dominicaine;577841;4375;0;0.76;0.00;99.24
2022-03-26;Chypre;405706;932;0;0.23;0.00;99.77
2022-03-26;Costa Rica;834726;8266;0;0.99;0.00;99.01
2022-03-26;Côte d'Ivoire;81697;796;0;0.97;0.00;99.03
2022-03-26;Canada;3449778;37476;0;1.09;0.00;98.91
2022-03-26;Bahamas;33249;788;0;2.37;0.00;97.63
2022-03-26;Bénin;26952;163;0;0.60;0.00;99.40
2022-03-26;Bangladesh;1951239;29118;0;1.49;0.00;98.51
2022-03-26;Australie;4275210;5893;0;0.14;0.00;99.86
2022-03-26;Émirats Arabes Unis;889797;2302;0;0.26;0.00;99.74
2022-03-26;Zambie;316501;3966;0;1.25;0.00;98.75
2022-03-26;Ouganda;163843;3595;0;2.19;0.00;97.81
2022-03-26;St-Vincent / Grenadines;8332;106;0;1.27;0.00;98.73
2022-03-26;Turquie;14789483;97736;0;0.66;0.00;99.34
2022-03-26;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-03-26;Eswatini;69663;1393;0;2.00;0.00;98.00
2022-03-26;Somalie;26410;1361;0;5.15;0.00;94.85
2022-03-26;Slovénie;955473;6471;0;0.68;0.00;99.32
2022-03-26;Îles Salomon;10426;129;0;1.24;0.00;98.76
2022-03-26;Réunion;327189;702;0;0.21;0.00;99.79
2022-03-26;Papouasie-Nouvelle-Guinée;43076;640;0;1.49;0.00;98.51
2022-03-26;Nigéria;255296;3142;0;1.23;0.00;98.77
2022-03-26;Malaisie;4122004;34751;0;0.84;0.00;99.16
2022-03-26;Birmanie;610728;19429;0;3.18;0.00;96.82
2022-03-26;Montenegro;232727;2698;0;1.16;0.00;98.84
2022-03-26;Luxembourg;208223;1025;0;0.49;0.00;99.51
2022-03-26;Sainte-Lucie;22919;365;0;1.59;0.00;98.41
2022-03-26;Corée du Sud;11815841;14899;0;0.13;0.00;99.87
2022-03-26;Kirghizistan;200868;2984;0;1.49;0.00;98.51
2022-03-26;Italie;14304111;158700;0;1.11;0.00;98.89
2022-03-26;Croatie;1093098;15509;0;1.42;0.00;98.58
2022-03-26;Guinée;36459;440;0;1.21;0.00;98.79
2022-03-26;Guyane Française;78679;394;0;0.50;0.00;99.50
2022-03-26;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-03-26;Espagne;11451676;102392;0;0.89;0.00;99.11
2022-03-26;Algérie;265621;6873;0;2.59;0.00;97.41
2022-03-26;République Tchèque;3784532;39527;0;1.04;0.00;98.96
2022-03-26;Bhoutan;24761;9;0;0.04;0.00;99.96
2022-03-26;Saint Barthélemy;3805;6;0;0.16;0.00;99.84
2022-03-26;Belgique;3782085;30686;0;0.81;0.00;99.19
2022-03-26;Angola;99106;1900;0;1.92;0.00;98.08
2022-03-26;Afghanistan;177321;7657;0;4.32;0.00;95.68
2022-03-26;Zimbabwe;245645;5436;0;2.21;0.00;97.79
2022-03-26;Samoa;889;0;0;0.00;0.00;100.00
2022-03-26;Venezuela;520077;5677;0;1.09;0.00;98.91
2022-03-26;Trinité-et-Tobago;136561;3729;0;2.73;0.00;97.27
2022-03-26;Suriname;79150;1324;0;1.67;0.00;98.33
2022-03-26;Seychelles;40044;163;0;0.41;0.00;99.59
2022-03-26;Roumanie;2838849;64895;0;2.29;0.00;97.71
2022-03-26;Palestine;655468;5649;0;0.86;0.00;99.14
2022-03-26;Philippines;3676665;58884;0;1.60;0.00;98.40
2022-03-26;Nouvelle-Zélande;599002;223;0;0.04;0.00;99.96
2022-03-26;Nicaragua;18365;229;0;1.25;0.00;98.75
2022-03-26;Mozambique;225237;2200;0;0.98;0.00;99.02
2022-03-26;Malte;76749;630;0;0.82;0.00;99.18
2022-03-26;Mongolie;917732;2177;0;0.24;0.00;99.76
2022-03-26;Saint Martin;9939;63;0;0.63;0.00;99.37
2022-03-26;Lettonie;789483;5572;0;0.71;0.00;99.29
2022-03-26;Liechtenstein;16017;83;0;0.52;0.00;99.48
2022-03-26;Koweït;628130;2553;0;0.41;0.00;99.59
2022-03-26;Cambodge;135402;3054;0;2.26;0.00;97.74
2022-03-26;Inde;43019453;521004;0;1.21;0.00;98.79
2022-03-26;Haïti;30511;827;0;2.71;0.00;97.29
2022-03-26;Guinée-Bissau;8131;169;0;2.08;0.00;97.92
2022-03-26;Guadeloupe;132359;928;0;0.70;0.00;99.30
2022-03-26;France;24243769;138518;0;0.57;0.00;99.43
2022-03-26;Éthiopie;469611;7492;0;1.60;0.00;98.40
2022-03-26;Équateur;857299;35418;0;4.13;0.00;95.87
2022-03-26;Allemagne;19492672;127599;0;0.65;0.00;99.35
2022-03-26;Cuba;1086361;8509;0;0.78;0.00;99.22
2022-03-26;Chili;3443018;56298;0;1.64;0.00;98.36
2022-03-26;Rép. Dém. du Congo;86611;1335;0;1.54;0.00;98.46
2022-03-26;Burkina Faso;20822;381;0;1.83;0.00;98.17
2022-03-26;Antarctique;11;0;0;0.00;0.00;100.00
2022-03-26;Antigua-et-Barbuda;7482;135;0;1.80;0.00;98.20
2022-03-26;Autres;721;15;0;2.08;0.00;97.92
