Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-04-07;Tanzanie;33815;800;0;2.37;0.00;97.63
2022-04-07;Tunisie;1037358;28425;0;2.74;0.00;97.26
2022-04-07;Togo;36955;272;0;0.74;0.00;99.26
2022-04-07;El Salvador;161570;4121;0;2.55;0.00;97.45
2022-04-07;Saint-Marin;15581;114;0;0.73;0.00;99.27
2022-04-07;Singapour;1128155;1290;0;0.11;0.00;99.89
2022-04-07;Rwanda;129742;1459;0;1.12;0.00;98.88
2022-04-07;Paraguay;648353;18731;0;2.89;0.00;97.11
2022-04-07;Pérou;3550240;212420;0;5.98;0.00;94.02
2022-04-07;Népal;978545;11951;0;1.22;0.00;98.78
2022-04-07;Niger;8822;308;0;3.49;0.00;96.51
2022-04-07;Malawi;85683;2628;0;3.07;0.00;96.93
2022-04-07;Martinique;146992;918;0;0.62;0.00;99.38
2022-04-07;Macédoine;307344;9236;0;3.01;0.00;96.99
2022-04-07;Monaco;11019;54;0;0.49;0.00;99.51
2022-04-07;Lesotho;32910;697;0;2.12;0.00;97.88
2022-04-07;Laos;191017;687;0;0.36;0.00;99.64
2022-04-07;Saint-Kitts-et-Nevis;5551;43;0;0.77;0.00;99.23
2022-04-07;Japon;6885876;28531;0;0.41;0.00;99.59
2022-04-07;Iran;7183808;140492;0;1.96;0.00;98.04
2022-04-07;Irlande;1484321;6843;0;0.46;0.00;99.54
2022-04-07;Grenade;14024;218;0;1.55;0.00;98.45
2022-04-07;Dominique;11953;63;0;0.53;0.00;99.47
2022-04-07;Colombie;6087123;139693;0;2.29;0.00;97.71
2022-04-07;Suisse;3528689;13604;0;0.39;0.00;99.61
2022-04-07;Belize;57318;656;0;1.14;0.00;98.86
2022-04-07;Brésil;30095328;661228;0;2.20;0.00;97.80
2022-04-07;Burundi;38609;38;0;0.10;0.00;99.90
2022-04-07;Barbade;61267;377;0;0.62;0.00;99.38
2022-04-07;Autriche;3950161;16141;0;0.41;0.00;99.59
2022-04-07;Arménie;422629;8619;0;2.04;0.00;97.96
2022-04-07;Andorre;40328;153;0;0.38;0.00;99.62
2022-04-07;Afrique du Sud;3728689;100075;0;2.68;0.00;97.32
2022-04-07;Vanuatu;4915;3;0;0.06;0.00;99.94
2022-04-07;Vatican;29;0;0;0.00;0.00;100.00
2022-04-07;Ukraine;5040518;112459;0;2.23;0.00;97.77
2022-04-07;Tonga;7665;9;0;0.12;0.00;99.88
2022-04-07;Thaïlande;3807908;25788;0;0.68;0.00;99.32
2022-04-07;Syrie;55731;3146;0;5.64;0.00;94.36
2022-04-07;Sénégal;85940;1965;0;2.29;0.00;97.71
2022-04-07;Arabie Saoudite;751518;9054;0;1.20;0.00;98.80
2022-04-07;Qatar;362404;677;0;0.19;0.00;99.81
2022-04-07;Polynésie Française;72473;648;0;0.89;0.00;99.11
2022-04-07;Mauritanie;58710;982;0;1.67;0.00;98.33
2022-04-07;Mexique;5715504;323508;0;5.66;0.00;94.34
2022-04-07;Mali;30526;729;0;2.39;0.00;97.61
2022-04-07;Moldavie;514882;11455;0;2.22;0.00;97.78
2022-04-07;Lituanie;1037422;8944;0;0.86;0.00;99.14
2022-04-07;Liban;1094096;10331;0;0.94;0.00;99.06
2022-04-07;Kenya;323524;5648;0;1.75;0.00;98.25
2022-04-07;Islande;182633;102;0;0.06;0.00;99.94
2022-04-07;Israël;3982524;10559;0;0.27;0.00;99.73
2022-04-07;Honduras;421268;10888;0;2.58;0.00;97.42
2022-04-07;Guatemala;833723;17361;0;2.08;0.00;97.92
2022-04-07;Gambie;11990;365;0;3.04;0.00;96.96
2022-04-07;Géorgie;1650708;16765;0;1.02;0.00;98.98
2022-04-07;Érythrée;9728;103;0;1.06;0.00;98.94
2022-04-07;République Dominicaine;578416;4375;0;0.76;0.00;99.24
2022-04-07;Chypre;452334;957;0;0.21;0.00;99.79
2022-04-07;Costa Rica;841343;8327;0;0.99;0.00;99.01
2022-04-07;Côte d'Ivoire;81800;796;0;0.97;0.00;99.03
2022-04-07;Canada;3533901;37866;0;1.07;0.00;98.93
2022-04-07;Bahamas;33330;788;0;2.36;0.00;97.64
2022-04-07;Bénin;26952;163;0;0.60;0.00;99.40
2022-04-07;Bangladesh;1951947;29123;0;1.49;0.00;98.51
2022-04-07;Australie;4971300;6526;0;0.13;0.00;99.87
2022-04-07;Émirats Arabes Unis;893072;2302;0;0.26;0.00;99.74
2022-04-07;Zambie;317483;3967;0;1.25;0.00;98.75
2022-04-07;St-Vincent / Grenadines;8339;106;0;1.27;0.00;98.73
2022-04-07;Ouganda;163954;3596;0;2.19;0.00;97.81
2022-04-07;Turquie;14939259;98311;0;0.66;0.00;99.34
2022-04-07;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-04-07;Eswatini;69947;1395;0;1.99;0.00;98.01
2022-04-07;Somalie;26471;1361;0;5.14;0.00;94.86
2022-04-07;Slovénie;982784;6523;0;0.66;0.00;99.34
2022-04-07;Îles Salomon;12005;137;0;1.14;0.00;98.86
2022-04-07;Réunion;347941;720;0;0.21;0.00;99.79
2022-04-07;Papouasie-Nouvelle-Guinée;43424;643;0;1.48;0.00;98.52
2022-04-07;Nigéria;255575;3142;0;1.23;0.00;98.77
2022-04-07;Malaisie;4292585;35228;0;0.82;0.00;99.18
2022-04-07;Birmanie;612132;19434;0;3.17;0.00;96.83
2022-04-07;Montenegro;233582;2706;0;1.16;0.00;98.84
2022-04-07;Luxembourg;222804;1042;0;0.47;0.00;99.53
2022-04-07;Sainte-Lucie;22998;365;0;1.59;0.00;98.41
2022-04-07;Corée du Sud;14983694;18754;0;0.13;0.00;99.87
2022-04-07;Kirghizistan;200968;2991;0;1.49;0.00;98.51
2022-04-07;Italie;15106066;160402;0;1.06;0.00;98.94
2022-04-07;Croatie;1106557;15652;0;1.41;0.00;98.59
2022-04-07;Guinée;36459;440;0;1.21;0.00;98.79
2022-04-07;Guyane Française;79075;394;0;0.50;0.00;99.50
2022-04-07;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-04-07;Espagne;11578653;102747;0;0.89;0.00;99.11
2022-04-07;Algérie;265707;6874;0;2.59;0.00;97.41
2022-04-07;République Tchèque;3855898;39844;0;1.03;0.00;98.97
2022-04-07;Bhoutan;37049;12;0;0.03;0.00;99.97
2022-04-07;Saint Barthélemy;4313;6;0;0.14;0.00;99.86
2022-04-07;Belgique;3915732;30997;0;0.79;0.00;99.21
2022-04-07;Angola;99194;1900;0;1.92;0.00;98.08
2022-04-07;Afghanistan;177974;7671;0;4.31;0.00;95.69
2022-04-07;Zimbabwe;246870;5455;0;2.21;0.00;97.79
2022-04-07;Samoa;3320;3;0;0.09;0.00;99.91
2022-04-07;Venezuela;521186;5691;0;1.09;0.00;98.91
2022-04-07;Trinité-et-Tobago;139595;3773;0;2.70;0.00;97.30
2022-04-07;Suriname;79241;1325;0;1.67;0.00;98.33
2022-04-07;Seychelles;40866;164;0;0.40;0.00;99.60
2022-04-07;Roumanie;2868777;65170;0;2.27;0.00;97.73
2022-04-07;Palestine;656287;5655;0;0.86;0.00;99.14
2022-04-07;Philippines;3680514;59591;0;1.62;0.00;98.38
2022-04-07;Nouvelle-Zélande;745022;426;0;0.06;0.00;99.94
2022-04-07;Nicaragua;18491;231;0;1.25;0.00;98.75
2022-04-07;Mozambique;225275;2200;0;0.98;0.00;99.02
2022-04-07;Malte;84398;652;0;0.77;0.00;99.23
2022-04-07;Mongolie;919784;2177;0;0.24;0.00;99.76
2022-04-07;Saint Martin;10176;63;0;0.62;0.00;99.38
2022-04-07;Lettonie;806425;5670;0;0.70;0.00;99.30
2022-04-07;Liechtenstein;16702;84;0;0.50;0.00;99.50
2022-04-07;Koweït;629912;2555;0;0.41;0.00;99.59
2022-04-07;Cambodge;135861;3055;0;2.25;0.00;97.75
2022-04-07;Inde;43033067;521573;0;1.21;0.00;98.79
2022-04-07;Haïti;30575;833;0;2.72;0.00;97.28
2022-04-07;Guinée-Bissau;8172;170;0;2.08;0.00;97.92
2022-04-07;Guadeloupe;139516;938;0;0.67;0.00;99.33
2022-04-07;France;25840614;139868;0;0.54;0.00;99.46
2022-04-07;Éthiopie;469979;7508;0;1.60;0.00;98.40
2022-04-07;Équateur;863398;35461;0;4.11;0.00;95.89
2022-04-07;Allemagne;22441051;131370;0;0.59;0.00;99.41
2022-04-07;Cuba;1095006;8517;0;0.78;0.00;99.22
2022-04-07;Chili;3500670;56912;0;1.63;0.00;98.37
2022-04-07;Rép. Dém. du Congo;86748;1337;0;1.54;0.00;98.46
2022-04-07;Burkina Faso;20858;382;0;1.83;0.00;98.17
2022-04-07;Antarctique;11;0;0;0.00;0.00;100.00
2022-04-07;Antigua-et-Barbuda;7511;135;0;1.80;0.00;98.20
2022-04-07;Autres;721;15;0;2.08;0.00;97.92
2022-04-07;Kosovo;227655;3137;0;1.38;0.00;98.62
2022-04-07;États-Unis;80296887;984571;0;1.23;0.00;98.77
2022-04-07;Timor-Leste;22842;130;0;0.57;0.00;99.43
2022-04-07;Tchad;7349;192;0;2.61;0.00;97.39
2022-04-07;Soudan du sud;17321;138;0;0.80;0.00;99.20
2022-04-07;Slovaquie;2480132;19500;0;0.79;0.00;99.21
2022-04-07;Soudan;61987;4907;0;7.92;0.00;92.08
2022-04-07;Serbie;1986439;15862;0;0.80;0.00;99.20
2022-04-07;Portugal;3648634;21827;0;0.60;0.00;99.40
2022-04-07;Pakistan;1526234;30361;0;1.99;0.00;98.01
2022-04-07;Oman;388603;4253;0;1.09;0.00;98.91
2022-04-07;Pays-Bas;8138708;22686;0;0.28;0.00;99.72
2022-04-07;Namibie;157825;4020;0;2.55;0.00;97.45
2022-04-07;Maurice;214860;985;0;0.46;0.00;99.54
2022-04-07;Macao;82;0;0;0.00;0.00;100.00
2022-04-07;Madagascar;64050;1388;0;2.17;0.00;97.83
2022-04-07;Libye;501738;6419;0;1.28;0.00;98.72
2022-04-07;Sri Lanka;662425;16487;0;2.49;0.00;97.51
2022-04-07;Kiribati;3068;13;0;0.42;0.00;99.58
2022-04-07;Jamaïque;128950;2901;0;2.25;0.00;97.75
2022-04-07;Hongrie;1865607;45684;0;2.45;0.00;97.55
2022-04-07;Guyana;63305;1226;0;1.94;0.00;98.06
2022-04-07;Guinée Équatoriale;16001;183;0;1.14;0.00;98.86
2022-04-07;Ghana;161034;1445;0;0.90;0.00;99.10
2022-04-07;Gabon;47588;303;0;0.64;0.00;99.36
2022-04-07;Finlande;920692;3334;0;0.36;0.00;99.64
2022-04-07;Estonie;562114;2481;0;0.44;0.00;99.56
2022-04-07;Djibouti;15593;189;0;1.21;0.00;98.79
2022-04-07;Cap-vert;55963;401;0;0.72;0.00;99.28
2022-04-07;Cameroun;119544;1927;0;1.61;0.00;98.39
2022-04-07;République Centrafricaine;14649;113;0;0.77;0.00;99.23
2022-04-07;Botswana;305526;2686;0;0.88;0.00;99.12
2022-04-07;Brunéi Darussalam;137585;214;0;0.16;0.00;99.84
2022-04-07;Bulgarie;1144107;36672;0;3.21;0.00;96.79
2022-04-07;Azerbaïdjan;792166;9703;0;1.22;0.00;98.78
2022-04-07;Argentine;9049250;128158;0;1.42;0.00;98.58
2022-04-07;Yémen;11812;2145;0;18.16;0.00;81.84
2022-04-07;Uruguay;892454;7179;0;0.80;0.00;99.20
2022-04-07;Taïwan;25756;853;0;3.31;0.00;96.69
2022-04-07;Sao Tomé-et-Principe;5948;73;0;1.23;0.00;98.77
2022-04-07;Sierra Leone;7675;125;0;1.63;0.00;98.37
2022-04-07;Suède;2491980;18506;0;0.74;0.00;99.26
2022-04-07;Russie;17693468;363455;0;2.05;0.00;97.95
2022-04-07;Palaos;4070;6;0;0.15;0.00;99.85
2022-04-07;Pologne;5975040;115536;0;1.93;0.00;98.07
2022-04-07;Panama;766177;8174;0;1.07;0.00;98.93
2022-04-07;Norvège;1413957;2667;0;0.19;0.00;99.81
2022-04-07;Nouvelle-Calédonie;60492;312;0;0.52;0.00;99.48
2022-04-07;Maldives;177665;298;0;0.17;0.00;99.83
2022-04-07;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-04-07;Maroc;1163806;16061;0;1.38;0.00;98.62
2022-04-07;Libéria;7400;294;0;3.97;0.00;96.03
2022-04-07;Kazakhstan;1394004;19013;0;1.36;0.00;98.64
2022-04-07;Comores;8095;160;0;1.98;0.00;98.02
2022-04-07;Jordanie;1694216;14048;0;0.83;0.00;99.17
2022-04-07;Iraq;2321369;25181;0;1.08;0.00;98.92
2022-04-07;Indonésie;6028413;155509;0;2.58;0.00;97.42
2022-04-07;Hong-Kong;1183235;8557;0;0.72;0.00;99.28
2022-04-07;Grèce;3137714;27968;0;0.89;0.00;99.11
2022-04-07;Gibraltar;17236;101;0;0.59;0.00;99.41
2022-04-07;Royaume-Uni;21656960;169919;0;0.78;0.00;99.22
2022-04-07;Fidji;64471;834;0;1.29;0.00;98.71
2022-04-07;Égypte;509177;24473;0;4.81;0.00;95.19
2022-04-07;Danemark;3090266;5858;0;0.19;0.00;99.81
2022-04-07;Chine;340301;4638;0;1.36;0.00;98.64
2022-04-07;Congo (Brazzaville);24079;385;0;1.60;0.00;98.40
2022-04-07;Bélarus;967731;6866;0;0.71;0.00;99.29
2022-04-07;Bolivie;903062;21899;0;2.42;0.00;97.58
2022-04-07;Bahreïn;558609;1472;0;0.26;0.00;99.74
2022-04-07;Bosnie-Herzégovine;376028;15728;0;4.18;0.00;95.82
2022-04-07;Albanie;274108;3492;0;1.27;0.00;98.73
2022-04-06;Albanie;274055;3492;0;1.27;0.00;98.73
2022-04-06;Bosnie-Herzégovine;375948;15728;0;4.18;0.00;95.82
2022-04-06;Bahreïn;558007;1472;0;0.26;0.00;99.74
2022-04-06;Bolivie;902749;21897;0;2.43;0.00;97.57
2022-04-06;Bélarus;966818;6862;0;0.71;0.00;99.29
2022-04-06;Congo (Brazzaville);24079;385;0;1.60;0.00;98.40
2022-04-06;Chine;314707;4638;0;1.47;0.00;98.53
2022-04-06;Danemark;3087519;5834;0;0.19;0.00;99.81
2022-04-06;Égypte;509177;24473;0;4.81;0.00;95.19
2022-04-06;Fidji;64471;834;0;1.29;0.00;98.71
2022-04-06;Royaume-Uni;21608342;169597;0;0.78;0.00;99.22
2022-04-06;Gibraltar;17188;101;0;0.59;0.00;99.41
2022-04-06;Grèce;3126856;27892;0;0.89;0.00;99.11
2022-04-06;Hong-Kong;1180591;8460;0;0.72;0.00;99.28
2022-04-06;Indonésie;6026324;155464;0;2.58;0.00;97.42
2022-04-06;Iraq;2321095;25179;0;1.08;0.00;98.92
2022-04-06;Jordanie;1694216;14048;0;0.83;0.00;99.17
2022-04-06;Comores;8095;160;0;1.98;0.00;98.02
2022-04-06;Kazakhstan;1393984;19013;0;1.36;0.00;98.64
2022-04-06;Libéria;7400;294;0;3.97;0.00;96.03
2022-04-06;Maroc;1163726;16061;0;1.38;0.00;98.62
2022-04-06;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-04-06;Maldives;177665;298;0;0.17;0.00;99.83
2022-04-06;Nouvelle-Calédonie;60481;312;0;0.52;0.00;99.48
2022-04-06;Norvège;1412969;2667;0;0.19;0.00;99.81
2022-04-06;Panama;765930;8172;0;1.07;0.00;98.93
2022-04-06;Pologne;5973557;115472;0;1.93;0.00;98.07
2022-04-06;Palaos;4070;6;0;0.15;0.00;99.85
2022-04-06;Russie;17679300;363175;0;2.05;0.00;97.95
2022-04-06;Suède;2487852;18365;0;0.74;0.00;99.26
2022-04-06;Sierra Leone;7675;125;0;1.63;0.00;98.37
2022-04-06;Sao Tomé-et-Principe;5948;73;0;1.23;0.00;98.77
2022-04-06;Taïwan;25225;853;0;3.38;0.00;96.62
2022-04-06;Uruguay;891800;7176;0;0.80;0.00;99.20
2022-04-06;Yémen;11812;2144;0;18.15;0.00;81.85
2022-04-06;Argentine;9047408;128144;0;1.42;0.00;98.58
2022-04-06;Azerbaïdjan;792141;9701;0;1.22;0.00;98.78
2022-04-06;Bulgarie;1143424;36655;0;3.21;0.00;96.79
2022-04-06;Brunéi Darussalam;137239;214;0;0.16;0.00;99.84
2022-04-06;Botswana;305526;2686;0;0.88;0.00;99.12
2022-04-06;République Centrafricaine;14649;113;0;0.77;0.00;99.23
2022-04-06;Cameroun;119544;1927;0;1.61;0.00;98.39
2022-04-06;Cap-vert;55963;401;0;0.72;0.00;99.28
2022-04-06;Djibouti;15591;189;0;1.21;0.00;98.79
2022-04-06;Estonie;561228;2479;0;0.44;0.00;99.56
2022-04-06;Finlande;913476;3307;0;0.36;0.00;99.64
2022-04-06;Gabon;47588;303;0;0.64;0.00;99.36
2022-04-06;Ghana;161034;1445;0;0.90;0.00;99.10
2022-04-06;Guinée Équatoriale;16001;183;0;1.14;0.00;98.86
2022-04-06;Guyana;63294;1226;0;1.94;0.00;98.06
2022-04-06;Hongrie;1863039;45647;0;2.45;0.00;97.55
2022-04-06;Jamaïque;128924;2899;0;2.25;0.00;97.75
2022-04-06;Kiribati;3068;13;0;0.42;0.00;99.58
2022-04-06;Sri Lanka;662342;16486;0;2.49;0.00;97.51
2022-04-06;Libye;501738;6419;0;1.28;0.00;98.72
2022-04-06;Madagascar;64050;1388;0;2.17;0.00;97.83
2022-04-06;Macao;82;0;0;0.00;0.00;100.00
2022-04-06;Maurice;214860;985;0;0.46;0.00;99.54
2022-04-06;Namibie;157806;4020;0;2.55;0.00;97.45
2022-04-06;Pays-Bas;8125827;22677;0;0.28;0.00;99.72
2022-04-06;Oman;388571;4253;0;1.09;0.00;98.91
2022-04-06;Pakistan;1526093;30361;0;1.99;0.00;98.01
2022-04-06;Portugal;3638788;21813;0;0.60;0.00;99.40
2022-04-06;Serbie;1985085;15850;0;0.80;0.00;99.20
2022-04-06;Soudan;61987;4907;0;7.92;0.00;92.08
2022-04-06;Slovaquie;2474869;19482;0;0.79;0.00;99.21
2022-04-06;Soudan du sud;17311;138;0;0.80;0.00;99.20
2022-04-06;Tchad;7349;192;0;2.61;0.00;97.39
2022-04-06;Timor-Leste;22836;130;0;0.57;0.00;99.43
2022-04-06;États-Unis;80249869;983941;0;1.23;0.00;98.77
2022-04-06;Kosovo;227628;3137;0;1.38;0.00;98.62
2022-04-06;Autres;721;15;0;2.08;0.00;97.92
2022-04-06;Antigua-et-Barbuda;7493;135;0;1.80;0.00;98.20
2022-04-06;Antarctique;11;0;0;0.00;0.00;100.00
2022-04-06;Burkina Faso;20858;382;0;1.83;0.00;98.17
2022-04-06;Rép. Dém. du Congo;86748;1337;0;1.54;0.00;98.46
2022-04-06;Chili;3495889;56822;0;1.63;0.00;98.37
2022-04-06;Cuba;1094352;8517;0;0.78;0.00;99.22
2022-04-06;Allemagne;22265788;131036;0;0.59;0.00;99.41
2022-04-06;Équateur;862321;35449;0;4.11;0.00;95.89
2022-04-06;Éthiopie;469916;7508;0;1.60;0.00;98.40
2022-04-06;France;25681822;139763;0;0.54;0.00;99.46
2022-04-06;Guadeloupe;139516;938;0;0.67;0.00;99.33
2022-04-06;Guinée-Bissau;8152;170;0;2.09;0.00;97.91
2022-04-06;Haïti;30575;833;0;2.72;0.00;97.28
2022-04-06;Inde;43031958;521530;0;1.21;0.00;98.79
2022-04-06;Cambodge;135834;3055;0;2.25;0.00;97.75
2022-04-06;Koweït;629525;2554;0;0.41;0.00;99.59
2022-04-06;Liechtenstein;16624;84;0;0.51;0.00;99.49
2022-04-06;Lettonie;805353;5667;0;0.70;0.00;99.30
2022-04-06;Saint Martin;10107;63;0;0.62;0.00;99.38
2022-04-06;Mongolie;919712;2177;0;0.24;0.00;99.76
2022-04-06;Malte;83667;650;0;0.78;0.00;99.22
2022-04-06;Mozambique;225272;2200;0;0.98;0.00;99.02
2022-04-06;Nicaragua;18491;231;0;1.25;0.00;98.75
2022-04-06;Nouvelle-Zélande;744862;426;0;0.06;0.00;99.94
2022-04-06;Philippines;3680244;59422;0;1.61;0.00;98.39
2022-04-06;Palestine;656287;5655;0;0.86;0.00;99.14
2022-04-06;Roumanie;2866793;65147;0;2.27;0.00;97.73
2022-04-06;Seychelles;40866;164;0;0.40;0.00;99.60
2022-04-06;Suriname;79241;1325;0;1.67;0.00;98.33
2022-04-06;Trinité-et-Tobago;139397;3770;0;2.70;0.00;97.30
2022-04-06;Venezuela;521105;5689;0;1.09;0.00;98.91
2022-04-06;Samoa;2782;2;0;0.07;0.00;99.93
2022-04-06;Zimbabwe;246803;5453;0;2.21;0.00;97.79
2022-04-06;Afghanistan;177974;7671;0;4.31;0.00;95.69
2022-04-06;Angola;99194;1900;0;1.92;0.00;98.08
2022-04-06;Belgique;3881523;30908;0;0.80;0.00;99.20
2022-04-06;Saint Barthélemy;4150;6;0;0.14;0.00;99.86
2022-04-06;Bhoutan;35437;12;0;0.03;0.00;99.97
2022-04-06;République Tchèque;3850902;39816;0;1.03;0.00;98.97
2022-04-06;Algérie;265705;6874;0;2.59;0.00;97.41
2022-04-06;Espagne;11578653;102747;0;0.89;0.00;99.11
2022-04-06;Îles Féroé;34658;28;0;0.08;0.00;99.92
2022-04-06;Guyane Française;79075;394;0;0.50;0.00;99.50
2022-04-06;Guinée;36459;440;0;1.21;0.00;98.79
2022-04-06;Croatie;1105315;15646;0;1.42;0.00;98.58
2022-04-06;Italie;15035943;160253;0;1.07;0.00;98.93
2022-04-06;Kirghizistan;200968;2991;0;1.49;0.00;98.51
2022-04-06;Corée du Sud;14778405;18381;0;0.12;0.00;99.88
2022-04-06;Sainte-Lucie;22991;365;0;1.59;0.00;98.41
2022-04-06;Luxembourg;221555;1042;0;0.47;0.00;99.53
2022-04-06;Montenegro;233523;2706;0;1.16;0.00;98.84
2022-04-06;Birmanie;612079;19434;0;3.18;0.00;96.82
2022-04-06;Malaisie;4280591;35192;0;0.82;0.00;99.18
2022-04-06;Nigéria;255516;3142;0;1.23;0.00;98.77
2022-04-06;Papouasie-Nouvelle-Guinée;43424;643;0;1.48;0.00;98.52
2022-04-06;Réunion;347941;720;0;0.21;0.00;99.79
2022-04-06;Îles Salomon;11856;136;0;1.15;0.00;98.85
2022-04-06;Slovénie;980451;6517;0;0.66;0.00;99.34
2022-04-06;Somalie;26471;1361;0;5.14;0.00;94.86
2022-04-06;Eswatini;69927;1395;0;1.99;0.00;98.01
2022-04-06;Tadjikistan;17786;125;0;0.70;0.00;99.30
2022-04-06;Turquie;14929905;98275;0;0.66;0.00;99.34
2022-04-06;Ouganda;163954;3596;0;2.19;0.00;97.81
2022-04-06;St-Vincent / Grenadines;8338;106;0;1.27;0.00;98.73
2022-04-06;Zambie;317358;3967;0;1.25;0.00;98.75
2022-04-06;Émirats Arabes Unis;892929;2302;0;0.26;0.00;99.74
2022-04-06;Australie;4910819;6495;0;0.13;0.00;99.87
2022-04-06;Bangladesh;1951903;29123;0;1.49;0.00;98.51
2022-04-06;Bénin;26952;163;0;0.60;0.00;99.40
2022-04-06;Bahamas;33315;788;0;2.37;0.00;97.63
2022-04-06;Canada;3527882;37825;0;1.07;0.00;98.93
2022-04-06;Côte d'Ivoire;81780;796;0;0.97;0.00;99.03
2022-04-06;Costa Rica;841343;8327;0;0.99;0.00;99.01
2022-04-06;Chypre;449877;955;0;0.21;0.00;99.79
2022-04-06;République Dominicaine;578319;4375;0;0.76;0.00;99.24
2022-04-06;Érythrée;9728;103;0;1.06;0.00;98.94
2022-04-06;Géorgie;1650384;16765;0;1.02;0.00;98.98
2022-04-06;Gambie;11990;365;0;3.04;0.00;96.96
2022-04-06;Guatemala;832956;17350;0;2.08;0.00;97.92
2022-04-06;Honduras;421170;10885;0;2.58;0.00;97.42
2022-04-06;Israël;3974774;10555;0;0.27;0.00;99.73
2022-04-06;Islande;182633;102;0;0.06;0.00;99.94
2022-04-06;Kenya;323515;5648;0;1.75;0.00;98.25
2022-04-06;Liban;1093850;10327;0;0.94;0.00;99.06
2022-04-06;Lituanie;1035798;8936;0;0.86;0.00;99.14
2022-04-06;Moldavie;514650;11453;0;2.23;0.00;97.77
2022-04-06;Mali;30519;728;0;2.39;0.00;97.61
2022-04-06;Mexique;5683288;323403;0;5.69;0.00;94.31
2022-04-06;Mauritanie;58710;982;0;1.67;0.00;98.33
2022-04-06;Polynésie Française;72473;648;0;0.89;0.00;99.11
2022-04-06;Qatar;362273;677;0;0.19;0.00;99.81
2022-04-06;Arabie Saoudite;751404;9053;0;1.20;0.00;98.80
2022-04-06;Sénégal;85931;1965;0;2.29;0.00;97.71
2022-04-06;Syrie;55727;3145;0;5.64;0.00;94.36
2022-04-06;Thaïlande;3807908;25788;0;0.68;0.00;99.32
2022-04-06;Tonga;7528;9;0;0.12;0.00;99.88
2022-04-06;Ukraine;5040518;112459;0;2.23;0.00;97.77
2022-04-06;Vatican;29;0;0;0.00;0.00;100.00
2022-04-06;Vanuatu;4713;3;0;0.06;0.00;99.94
2022-04-06;Afrique du Sud;3727208;100070;0;2.68;0.00;97.32
2022-04-06;Andorre;40024;153;0;0.38;0.00;99.62
2022-04-06;Arménie;422610;8619;0;2.04;0.00;97.96
2022-04-06;Autriche;3933682;16097;0;0.41;0.00;99.59
2022-04-06;Barbade;60890;376;0;0.62;0.00;99.38
2022-04-06;Burundi;38609;38;0;0.10;0.00;99.90
2022-04-06;Brésil;30069094;660980;0;2.20;0.00;97.80
2022-04-06;Belize;57318;656;0;1.14;0.00;98.86
2022-04-06;Suisse;3528689;13600;0;0.39;0.00;99.61
2022-04-06;Colombie;6086811;139687;0;2.29;0.00;97.71
2022-04-06;Dominique;11897;63;0;0.53;0.00;99.47
2022-04-06;Grenade;14024;218;0;1.55;0.00;98.45
2022-04-06;Irlande;1481171;6824;0;0.46;0.00;99.54
2022-04-06;Iran;7180008;140451;0;1.96;0.00;98.04
2022-04-06;Japon;6830997;28462;0;0.42;0.00;99.58
2022-04-06;Saint-Kitts-et-Nevis;5551;43;0;0.77;0.00;99.23
2022-04-06;Laos;188985;684;0;0.36;0.00;99.64
2022-04-06;Lesotho;32910;697;0;2.12;0.00;97.88
2022-04-06;Monaco;11019;54;0;0.49;0.00;99.51
2022-04-06;Macédoine;307142;9234;0;3.01;0.00;96.99
2022-04-06;Martinique;146992;918;0;0.62;0.00;99.38
2022-04-06;Malawi;85676;2627;0;3.07;0.00;96.93
2022-04-06;Niger;8822;308;0;3.49;0.00;96.51
2022-04-06;Népal;978538;11951;0;1.22;0.00;98.78
2022-04-06;Pérou;3549511;212396;0;5.98;0.00;94.02
2022-04-06;Paraguay;648353;18731;0;2.89;0.00;97.11
2022-04-06;Rwanda;129739;1459;0;1.12;0.00;98.88
2022-04-06;Singapour;1123886;1287;0;0.11;0.00;99.89
2022-04-06;Saint-Marin;15538;114;0;0.73;0.00;99.27
2022-04-06;El Salvador;161570;4121;0;2.55;0.00;97.45
2022-04-06;Togo;36950;272;0;0.74;0.00;99.26
2022-04-06;Tunisie;1037358;28425;0;2.74;0.00;97.26
2022-04-06;Tanzanie;33815;800;0;2.37;0.00;97.63
2022-04-06;Ouzbékistan;237932;1637;0;0.69;0.00;99.31
2022-04-06;Viet Nam;9980464;42712;0;0.43;0.00;99.57
2022-04-06;Mayotte;36891;187;0;0.51;0.00;99.49
2022-04-05;Mayotte;36891;187;0;0.51;0.00;99.49
2022-04-05;Viet Nam;9922040;42681;0;0.43;0.00;99.57
2022-04-05;Ouzbékistan;237906;1637;0;0.69;0.00;99.31
2022-04-05;Tanzanie;33815;800;0;2.37;0.00;97.63
2022-04-05;Tunisie;1037358;28425;0;2.74;0.00;97.26
2022-04-05;Togo;36946;272;0;0.74;0.00;99.26
2022-04-05;El Salvador;161570;4121;0;2.55;0.00;97.45
2022-04-05;Saint-Marin;15345;113;0;0.74;0.00;99.26
2022-04-05;Singapour;1119419;1284;0;0.11;0.00;99.89
